"","filename","sentence","index","date","title","publication","filepath"
"19","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"20","moleytext_extracted_1.txt","  2. Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"21","moleytext_extracted_1.txt","  Apr 12, 1933       Primary Sources in U.S. Presidential History           Franklin Delano",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"22","moleytext_extracted_1.txt","  Roosevelt",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"23","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"24","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"25","moleytext_extracted_1.txt","  3. FDR against the Bill of Rights",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"26","moleytext_extracted_1.txt","  Jan 05, 2024       ContentEngine Think Tank Newswire English              David Gordon",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"27","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"28","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"29","moleytext_extracted_1.txt","  4. DIED",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"30","moleytext_extracted_1.txt","  Mar 03, 1975       Newsweek         TRANSITION; Pg. 45",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"31","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"32","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"33","moleytext_extracted_1.txt","  5. Moley, Dr. Jeffrey Fletcher 64",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"34","moleytext_extracted_1.txt","  Oct 19, 2017       St. Louis Post-Dispatch (Missouri)     CLASSIFIED ADVERTISING",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"35","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"36","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"37","moleytext_extracted_1.txt","  6. KELLE HARBERT WED TO DR. JEFFREY MOLEY",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"38","moleytext_extracted_1.txt","  Aug 23, 1987       The New York Times Section 1; Part 2, Page 59, Column 5; Society",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"39","moleytext_extracted_1.txt","  Desk",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"40","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"41","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"42","moleytext_extracted_1.txt","  7. THE NEW DEAL AND RECOVERY, PART 2: INVENTING THE NEW DEAL",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"43","moleytext_extracted_1.txt","  Jun 22, 2020       States News Service States News Service",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"44","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"45","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"46","moleytext_extracted_1.txt","              | About LexisNexis | Privacy Policy | Terms & Conditions | Copyright © 2020 LexisNexis",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"47","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"48","moleytext_extracted_1.txt","8. Jobs, economic growth dream fading? The present approach of assuming markets will",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"49","moleytext_extracted_1.txt","grow the economy and jobs is more like a raw deal for citizens",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"50","moleytext_extracted_1.txt","Feb 26, 2020    Pretoria News (South Africa)/Pretoria News Weekend (South Africa)",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"51","moleytext_extracted_1.txt","    BUSINESS REPORT; Pg. 18",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"52","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"53","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"54","moleytext_extracted_1.txt","9. SPEAK SOFTLY AND CARRY A BIG SPEECH; FDR's inaugural address offered hope to a",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"55","moleytext_extracted_1.txt","nation",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"56","moleytext_extracted_1.txt","Sep 08, 2002      The San Diego Union-Tribune           BOOKS;Pg. BOOKS-2; REVIEW.",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"57","moleytext_extracted_1.txt","    William W. Starr; (c) The State ( Columbia , S.C. )",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"58","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"59","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"60","moleytext_extracted_1.txt","10. JFK, FDR, and the Secret History of How a Great Inaugural Address Is Written",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"61","moleytext_extracted_1.txt","Jan 15, 2009         USNEWS.com OPINION; Vol.; No.          Robert Schlesinger",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"62","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"63","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"64","moleytext_extracted_1.txt","11. The Birth of 'New Deal'",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"65","moleytext_extracted_1.txt","Jul 02, 2007         All Things Considered",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"66","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"67","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"68","moleytext_extracted_1.txt","12. The Books: The Kiss-and-Tell Club",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"69","moleytext_extracted_1.txt","Apr 05, 2004      Newsweek        COVER STORY: SPECIAL REPORT; Pg. 34       By Michael",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"70","moleytext_extracted_1.txt","Beschloss; Presidential historian Beschloss's latest book is ""The Conquerors: Roosevelt,",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"71","moleytext_extracted_1.txt","Truman and the Destruction of Hitler's Germany .""",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"72","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"73","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"74","moleytext_extracted_1.txt","13. THE NEW DEAL AND RECOVERY, PART 15: THE KEYNESIAN MYTH",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"75","moleytext_extracted_1.txt","Mar 16, 2022         States News Service States News Service",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"76","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"77","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"78","moleytext_extracted_1.txt","14. THE BUREAUCRACY; EXERTS ON TRADE RELIVE THE 1930's",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"79","moleytext_extracted_1.txt","Jun 23, 1984     The New York Times Section 1; Page 7, Column 3; National Desk",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"80","moleytext_extracted_1.txt","    By CLYDE H. FARNSWORTH",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"81","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"82","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"83","moleytext_extracted_1.txt","15. LETTERS TO THE EDITOR",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"84","moleytext_extracted_1.txt","May 03, 2004         Crain's Chicago Business      Pg. 10",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"85","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"86","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"87","moleytext_extracted_1.txt","16. THE NEW DEAL AND RECOVERY, PART 12: FEAR ITSELF",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"88","moleytext_extracted_1.txt","Apr 14, 2021         States News Service States News Service",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"89","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"90","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"91","moleytext_extracted_1.txt","17. 'Not My Fault'",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"92","moleytext_extracted_1.txt","Jun 22, 2008       The New York Times Section BR; Column 0; Book Review Desk; Pg. 23;",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"93","moleytext_extracted_1.txt","ESSAY       By JACOB HEILBRUNN Jacob Heilbrunn, a regular contributor to the Book",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"94","moleytext_extracted_1.txt","Review, is the author of ''They Knew They Were Right: The Rise of the Neocons.''",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"95","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"96","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"97","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"98","moleytext_extracted_1.txt","            | About LexisNexis | Privacy Policy | Terms & Conditions | Copyright © 2020 LexisNexis",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"99","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"100","moleytext_extracted_1.txt","18. Ghost Stories",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"101","moleytext_extracted_1.txt","May 01, 2010      The American Prospect CULTURE & BOOKS; Media; Pg. 45;",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"102","moleytext_extracted_1.txt","VOLUME 21; NUMBER 4 CRAIG FEHRMAN Craig Fehrman is working on a book about",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"103","moleytext_extracted_1.txt","presidents and their books.",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"104","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"105","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"106","moleytext_extracted_1.txt","19. ON LANGUAGE; SHOO-IN",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"107","moleytext_extracted_1.txt","Oct 07, 1984      The New York Times Section 6; Page 18, Column 3; Magazine Desk",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"108","moleytext_extracted_1.txt","    By William Safire",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"109","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"110","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"111","moleytext_extracted_1.txt","20. 100 YEARS OF EXPERTS ARMED WITH MONEY ...SURE DIDN'T DO MUCH FOR",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"112","moleytext_extracted_1.txt","CLEVELAND",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"113","moleytext_extracted_1.txt","Apr 15, 2014        States News Service States News Service",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"114","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"115","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"116","moleytext_extracted_1.txt","21. TEAM OF RIVALS REDUX",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"117","moleytext_extracted_1.txt","Apr 01, 2009      The American Prospect        CULTURE & BOOKS; Books; Pg. 37;",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"118","moleytext_extracted_1.txt","VOLUME 20; NUMBER 3 LIZABETH COHEN Lizabeth Cohen, chair of the history",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"119","moleytext_extracted_1.txt","department at Harvard University , is the author of Making a New Deal: Industrial Workers",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"120","moleytext_extracted_1.txt","in Chicago, 1919-1939 and A Consumers' Republic: The Politics of Mass Consumption in",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"121","moleytext_extracted_1.txt","Postwar America .",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"122","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
"123","moleytext_extracted_1.txt","",1,2021-07-14,"Loose Ends (134)","     Power Line","/Users/ninimtchedlishvili/CompText_Jour-main/exercises/assets/moley_extracted/moleytext_extracted_1.txt"
